,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
17,4883938601079507,5418921936,23年04月03日 21:40,"求真题<img alt=""[举手]"" title=""[举手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/fd/2022_raisehand_org.png"" /><img alt=""[举手]"" title=""[举手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/fd/2022_raisehand_org.png"" /><img alt=""[举手]"" title=""[举手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/fd/2022_raisehand_org.png"" />",来自福建,4886556147979114,0,0,求真题[举手][举手][举手],5219893369,阿黑要变白吖,https://weibo.com/u/5219893369,现在没有的，不代表将来不会有。,福建 漳州,f,178,488,133,195,6,419,620
18,4883938601079507,5418921936,23年04月03日 17:31,求真题,来自安徽,4886493392535996,0,0,求真题,6520454820,Lillianian_,https://weibo.com/u/6520454820,,其他,m,4,26,3,1,0,0,1
19,4883938601079507,5418921936,23年03月31日 09:33,求真题,来自山东,4885286015731157,0,0,求真题,6474983288,火鸡宽粉,https://weibo.com/u/6474983288,女,其他,f,17,385,204,5,1,4,10
20,4883938601079507,5418921936,23年03月30日 23:37,"求真题<img alt=""[举手]"" title=""[举手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/fd/2022_raisehand_org.png"" />",来自四川,4885135978399796,0,0,求真题[举手],5618925139,exyoli_,https://weibo.com/u/5618925139,,浙江,m,3,27,0,0,0,0,0
21,4883938601079507,5418921936,23年03月28日 21:57,求一份真题,来自湖南,4884386048901454,0,0,求一份真题,5819752791,是奶罐儿呀37,https://weibo.com/u/5819752791,我怀念18年的夏天,北京 朝阳区,f,149,303,571,519,4,542,"1,065"
22,4883938601079507,5418921936,23年03月28日 20:17,"求真题<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自湖北,4884360878627337,0,0,求真题[泪],5842653809,阿尔忒弥兮,https://weibo.com/u/5842653809,镇魂,海外,f,939,481,218,405,6,453,864
23,4883938601079507,5418921936,23年03月28日 20:16,求一份资料,来自山东,4884360707180917,0,0,求一份资料,6648313436,泛星舟strawberry,https://weibo.com/u/6648313436,无,其他,f,63,115,409,97,0,43,140
24,4883938601079507,5418921936,23年03月28日 18:54,"求真题<img alt=""[送花花]"" title=""[送花花]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/cb/2022_Flowers_org.png"" /><img alt=""[送花花]"" title=""[送花花]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/cb/2022_Flowers_org.png"" />",来自重庆,4884340079598725,0,0,求真题[送花花][送花花],6201153649,雨停咕噜噜-,https://weibo.com/u/6201153649,,重庆,f,6,189,314,39,0,105,144
25,4883938601079507,5418921936,23年03月28日 14:57,"求真题<img alt=""[苦涩]"" title=""[苦涩]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7e/2021_bitter_org.png"" />",来自安徽,4884280323080626,0,0,求真题[苦涩],5924263506,shutterbug-polaris,https://weibo.com/u/5924263506,镇魂   记录日常的小天地,安徽,f,50,1786,1085,581,15,399,995
26,4883938601079507,5418921936,23年03月28日 12:07,"我也想要<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[举手]"" title=""[举手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/fd/2022_raisehand_org.png"" /><img alt=""[举手]"" title=""[举手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/fd/2022_raisehand_org.png"" />",来自湖北,4884237708691823,0,0,我也想要[泪][泪][举手][举手],7334974072,外文专家李建伟,https://weibo.com/u/7334974072,世界是一个巨大的草台班子,北京,f,26,434,3139,526,12,592,"1,130"
27,4883938601079507,5418921936,23年03月28日 10:14,"相进群<img alt=""[悲伤]"" title=""[悲伤]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/ee/2018new_beishang_org.png"" />",来自湖北,4884209095674854,0,0,相进群[悲伤],7040180970,是的他会唱歌,https://weibo.com/u/7040180970,,湖北 武汉,m,22,70,122,103,10,"1,627","1,740"
28,4883938601079507,5418921936,23年03月28日 09:28,"求一份真题<img alt=""[举手]"" title=""[举手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/fd/2022_raisehand_org.png"" />",来自山西,4884197589651676,0,0,求一份真题[举手],6519966816,哈喽快乐崽崽,https://weibo.com/u/6519966816,天道酬勤 定能生慧,海外,f,2,181,28,5,0,11,16
29,4883938601079507,5418921936,23年03月28日 08:51,"求一份资料<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自福建,4884188317352923,0,0,求一份资料[泪][泪][泪],1924214805,想吃土豆的荔枝肉,https://weibo.com/u/1924214805,佛佛佛佛追星,北京 东城区,f,44,361,543,26,3,196,225
30,4883938601079507,5418921936,23年03月28日 03:22,求一份真题,来自江西,4884105597288959,0,0,求一份真题,5681251707,叽叽复喳喳-,https://weibo.com/u/5681251707,多睡觉,江西 萍乡,f,71,154,59,71,0,101,172
31,4883938601079507,5418921936,23年03月28日 01:41,"小满哥，想求一份资料<img alt=""[给你小心心]"" title=""[给你小心心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/ca/qixi2018_xiaoxinxin_org.png"" />",来自四川,4884080083076162,0,0,小满哥，想求一份资料[给你小心心],6170808029,巧克力特别美味,https://weibo.com/u/6170808029,,四川,f,1377,1717,1162,"6,375",66,"12,992","19,433"
32,4883938601079507,5418921936,24年04月07日 13:11,"我要福建师范大学的复试真题，真的急需<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自广东,5020511616634029,0,0,我要福建师范大学的复试真题，真的急需[泪][泪][泪],6506439713,Move爱学法,https://weibo.com/u/6506439713,飞云崽崽这么可爱，拉上她一起学法吧！,其他,f,2,87,1,0,0,0,0
33,4883938601079507,5418921936,24年04月06日 20:09,"求福师大法硕复试资料<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自江西,5020254403038575,0,0,求福师大法硕复试资料[泪][泪][泪],7491344094,dzaJuly0304,https://weibo.com/u/7491344094,,江西 九江,f,7,65,159,242,0,224,466
34,4883938601079507,5418921936,23年03月28日 09:43,求真题,来自湖北,4884201419311600,0,1,求真题,6671112584,Tvan无聊就来随便看看,https://weibo.com/u/6671112584,形式主义的坚定反对者,其他,m,14,494,105,22,4,57,83
35,4883938601079507,5418921936,24年03月27日 16:41,求,来自福建,5016578067008045,0,0,求,7616242547,朝夕_Zhao,https://weibo.com/u/7616242547,,其他,m,0,19,65,2,0,1,3
36,4883938601079507,5418921936,24年03月10日 10:38,"想要真题<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自广东,5010326082815668,0,0,想要真题[泪],7787076434,阿欣Powerful欣,https://weibo.com/u/7787076434,,广东 潮州,f,1,54,1,0,0,0,0
37,4883938601079507,5418921936,23年04月07日 09:14,"球一份真题<img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" />！",来自江西,4887817928576409,0,0,球一份真题[心]！,7562742275,爬走月光,https://weibo.com/u/7562742275,,海外 爱尔兰,m,1,14,4,0,0,11,11
38,4883938601079507,5418921936,23年03月28日 09:42,"想求一份资料<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[悲伤]"" title=""[悲伤]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/ee/2018new_beishang_org.png"" />",来自山东,4884201197800123,0,0,想求一份资料[泪][悲伤],7802281564,小高今天秃头了吗,https://weibo.com/u/7802281564,,其他,f,1,17,2,5,0,1,6
39,4883938601079507,5418921936,23年04月04日 21:09,求真题,来自江西,4886910747021444,0,0,求真题,6319335167,大瘦怡,https://weibo.com/u/6319335167,,福建,f,43,208,29,0,0,0,0
40,4883938601079507,5418921936,23年03月31日 12:31,"<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />法硕是省统改，福建老旱区了，所以表面上看着过线就上却很少人过线",来自黑龙江,4885330685594203,0,0,[doge]法硕是省统改，福建老旱区了，所以表面上看着过线就上却很少人过线,5355204882,胡椒味的辣白菜,https://weibo.com/u/5355204882,昵称用户,江苏,m,75,48,2,213,82,"2,643","2,938"
41,4883938601079507,5418921936,23年03月30日 11:04,求求了！,来自福建,4884946613961731,0,0,求求了！,5220567248,ZHUTONG-23,https://weibo.com/u/5220567248,平平无奇的的日常博,其他,f,345,342,1169,"2,577",38,"2,462","5,077"
42,4883938601079507,5418921936,23年03月29日 19:06,求真题,来自福建,4884705520651779,0,0,求真题,5531424198,有点饿了阿,https://weibo.com/u/5531424198,,其他,m,10,44,7,4,0,0,4
43,4883938601079507,5418921936,23年03月29日 15:51,想求真题资料,来自四川,4884656279521188,0,0,想求真题资料,6319212583,bluevergrowball,https://weibo.com/u/6319212583,理想主义的疯子想要剖开自己得到爱抚却因失血过多而亡。,其他,f,26,141,1275,467,7,370,844
44,4883938601079507,5418921936,23年03月28日 19:10,求资料,来自浙江,4884344079910984,0,0,求资料,3192844291,读书破万万万卷,https://weibo.com/u/3192844291,愿我们永远有从头再来的勇气,浙江,f,93,163,69,38,0,114,152
45,4883938601079507,5418921936,23年03月28日 15:31,求福师大资料,来自福建,4884288811567563,0,0,求福师大资料,5106998971,Zzzzzzzzzzzzzzrui,https://weibo.com/u/5106998971,,福建 厦门,m,34,65,1,1,0,0,1
46,4883938601079507,5418921936,23年03月28日 12:27,求真题,来自河南,4884242750506802,0,0,求真题,2729426695,清纯美女子,https://weibo.com/u/2729426695,保障言论自由，就包括保障说错话的自由…,其他,m,41,481,92,3,0,73,76
47,4883938601079507,5418921936,23年03月28日 00:34,"求一份资料<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自浙江,4884063276240393,0,0,求一份资料[泪],3188668162,我发誓我就再吃一口,https://weibo.com/u/3188668162,小法师修炼中,浙江 宁波,f,259,620,590,404,3,469,876
