,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
24,5037255390136905,7782041821,24年05月23日 18:18,"这是又怎么啦？<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自新疆,5037258731687926,1,2,这是又怎么啦？[允悲][允悲][允悲],6975117257,花信风HZ,https://weibo.com/u/6975117257,,,新疆,f,35,110,840,55,14,615,684
25,5037255390136905,7782041821,24年05月23日 18:18,女权又出来了,来自江西,5037258707828908,1,5,女权又出来了,7918158013,钦沁猫眼石,https://weibo.com/u/7918158013,,,福建 福州,m,544,3,110,1,0,0,1
26,5037255390136905,7782041821,24年05月23日 18:18,"又是挂到网上要说法的<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自江西,5037258597990679,1,4,又是挂到网上要说法的[允悲],7918158013,钦沁猫眼石,https://weibo.com/u/7918158013,,,福建 福州,m,544,3,110,1,0,0,1
27,5037255390136905,7782041821,24年05月23日 18:10,福州大学肿么？,来自江西,5037256666516587,1,8,福州大学肿么？,7917615489,竹节舞者,https://weibo.com/u/7917615489,,,福建 福州,f,548,54,77,0,0,1,1
28,5037255390136905,7782041821,24年05月23日 18:09,等警方通报,来自湖南,5037256450247793,1,9,等警方通报,7918158069,劳伦斯嘉丽,https://weibo.com/u/7918158069,,,北京,f,529,65,125,0,0,0,0
29,5037255390136905,7782041821,24年05月23日 18:09,现在看到小作文都怕怕的,来自湖南,5037256395722374,1,9,现在看到小作文都怕怕的,7918158069,劳伦斯嘉丽,https://weibo.com/u/7918158069,,,北京,f,529,65,125,0,0,0,0
30,5037255390136905,7782041821,24年05月23日 22:15,"聪明<img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" />",来自广东,5037318385961462,0,2,聪明[good],3738733694,龙女49,https://weibo.com/u/3738733694,,,广东 佛山,f,242,1111,25632,"3,134","1,420","42,537","47,091"
31,5037255390136905,7782041821,24年05月23日 22:34,"等通报<img alt=""[微风]"" title=""[微风]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c7/2018new_weifeng_thumb.png"" />",来自广东,5037323182409887,0,1,等通报[微风],6325229986,龙女7014,https://weibo.com/u/6325229986,,,其他,f,228,536,15133,"2,970","2,351","48,102","53,423"
32,5037255390136905,7782041821,24年05月23日 20:42,讓子彈飛,来自中国香港,5037294756829665,0,1,讓子彈飛,7715272985,尊順順利利,https://weibo.com/u/7715272985,,,其他,f,200,351,3212,"3,362",486,"10,878","14,726"
33,5037255390136905,7782041821,24年05月23日 22:17,等调查结果,来自北京,5037318668289996,0,0,等调查结果,7442612187,凑租0918,https://weibo.com/u/7442612187,,,山西,m,1501,639,13905,"10,629","3,346","60,134","74,109"
34,5037255390136905,7782041821,24年05月23日 21:22,让子弹飞落地,来自河北,5037305043879139,0,0,让子弹飞落地,7118057107,音颜HZ,https://weibo.com/u/7118057107,,……,其他,f,684,665,7974,"5,808","1,828","32,843","40,479"
35,5037255390136905,7782041821,24年05月23日 20:25,"对，等待<img alt=""[作揖]"" title=""[作揖]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e7/2018new_zuoyi_org.png"" />",来自河北,5037290663183864,0,0,对，等待[作揖],6091438166,鹅步稳稳滴,https://weibo.com/u/6091438166,,,北京,f,590,2627,2794,536,325,"5,985","6,846"
36,5037255390136905,7782041821,24年05月23日 19:50,"回复<a href=/n/容嬷嬷的姐姐容婆婆 usercard=""name=@容嬷嬷的姐姐容婆婆"">@容嬷嬷的姐姐容婆婆</a> 的表态:<img alt=""[摊手]"" title=""[摊手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/62/2018new_tanshou_org.png"" /><img alt=""[摊手]"" title=""[摊手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/62/2018new_tanshou_org.png"" /><img alt=""[摊手]"" title=""[摊手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/62/2018new_tanshou_org.png"" />",来自北京,5037281830767211,0,0,回复@容嬷嬷的姐姐容婆婆 的表态:[摊手][摊手][摊手],1147028802,金丝楠木猪_926,https://weibo.com/u/1147028802,,爱生活，爱美食~,天津,f,627,555,6404,"26,478","6,750","121,312","154,540"
37,5037255390136905,7782041821,24年05月23日 22:46,"<img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" /><img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" /><img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" />",来自陕西,5037326105838559,0,0,[赞][赞][赞],5605896005,肺腑之言1888,https://weibo.com/u/5605896005,,,其他,m,31,410,1506,22,42,305,369
38,5037255390136905,7782041821,24年05月23日 21:57,"<img alt=""[鼓掌]"" title=""[鼓掌]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_guzhang_org.png"" /><img alt=""[作揖]"" title=""[作揖]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e7/2018new_zuoyi_org.png"" /><img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" /><img alt=""[嘘]"" title=""[嘘]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/b0/2018new_xu_org.png"" />",来自河北,5037313874725886,0,0,[鼓掌][作揖][good][嘘],2044450721,明心潇洒,https://weibo.com/u/2044450721,,随缘、安心、自在 生活！,北京,f,233,597,479,158,51,"1,085","1,294"
39,5037255390136905,7782041821,24年05月23日 20:48,網上事件真是真假難辨,来自中国香港,5037296363504098,0,0,網上事件真是真假難辨,5486422442,長青青藤Ivy,https://weibo.com/u/5486422442,,,香港 中西区,f,509,428,13227,"2,745","1,822","19,488","24,055"
40,5037255390136905,7782041821,24年05月23日 20:41,转了,来自吉林,5037294500972208,0,0,转了,7476794104,双鱼儿01240829,https://weibo.com/u/7476794104,,人之初，性本善,其他,f,299,354,8434,"1,107",511,"8,114","9,732"
41,5037255390136905,7782041821,24年05月24日 00:45,众多的网友，说让子弹飞！子弹早已钻入泥土，弹头生锈了。,来自安徽,5037356027478052,0,0,众多的网友，说让子弹飞！子弹早已钻入泥土，弹头生锈了。,7494748669,江海生輝,https://weibo.com/u/7494748669,,迎接明天的太阳,安徽 合肥,m,717,2650,5739,"2,206","29,398","7,681","39,285"
42,5037255390136905,7782041821,24年05月23日 21:36,"三观和立场永远都会是正面的，<img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" />",来自河北,5037308547958258,0,0,三观和立场永远都会是正面的，[good],5292604173,木易涿,https://weibo.com/u/5292604173,,,北京 房山区,m,262,492,1388,184,74,"1,000","1,258"
43,5037255390136905,7782041821,24年05月24日 01:22,"福州大学设立监督员<a target=""_blank"" href=""//weibo.cn/sinaurl?u=https%3A%2F%2Fmp.weixin.qq.com%2Fs%3F__biz%3DMzI2OTYyMTIzMQ%3D%3D%26mid%3D2247511877%26idx%3D1%26sn%3Df4fb11e3202a4d2ce4b35d8578280f36%26chksm%3Deadf6dc5dda8e4d34c95df71617c170c916c345359a1b9f391cf8df965543c05318f5f3af671%26token%3D451459487%26lang%3Dzh_CN%23rd""><img class=""icon-link"" title=""http://t.cn/A6HouM0y"" src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""/>福州大学一男生猥亵女生，校方向受害者卖惨为男生开脱?</a>",来自安徽,5037365393883371,0,0,福州大学设立监督员http://t.cn/A6HouM0y,7494748669,江海生輝,https://weibo.com/u/7494748669,,迎接明天的太阳,安徽 合肥,m,717,2650,5739,"2,206","29,398","7,681","39,285"
44,5037255390136905,7782041821,24年05月24日 17:37,蹲后续,来自新疆,5037610600765326,0,0,蹲后续,6385620094,似梦非梦6385620094,https://weibo.com/u/6385620094,,,新疆,f,456,807,26012,974,930,"11,590","13,494"
45,5037255390136905,7782041821,24年05月24日 08:03,"大概率小仙女诬告<img alt=""[吃瓜]"" title=""[吃瓜]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/01/2018new_chigua_org.png"" />",来自吉林,5037466245399751,0,0,大概率小仙女诬告[吃瓜],5727331868,黑土没颈之人,https://weibo.com/u/5727331868,,"想起来了,我上微博从一开始就是为了打架来的;赛博认知战,平台就是战场,账号就是武器,发送就是扳机,内容就是子弹,立场就是射界,看不对劲的,搂火就对了",吉林,m,74,708,17705,210,514,"1,074","1,798"
