,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
10,4918820290691799,5209003899,23年07月01日 23:03,恭喜恭喜！！！,来自福建,4918829462848750,1,0,恭喜恭喜！！！,3261190360,我太爱嘀咕了,https://weibo.com/u/3261190360,都是废话,福建 漳州,f,380,686,448,"1,265",22,"2,854","4,141"
11,4918820290691799,5209003899,23年07月01日 22:29,"好厉害<img alt=""[抱一抱]"" title=""[抱一抱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/af/2020_hug_org.png"" />",来自福建,4918820962306801,1,0,好厉害[抱一抱],6030578829,流泪猫小小美,https://weibo.com/u/6030578829,世界伤悲不同快乐也不相通,澳门 其他,f,155,217,676,"1,826",0,"4,038","5,864"
12,4918820290691799,5209003899,23年07月02日 17:38,"恭喜恭喜，希望明年我也可以<img alt=""[开学季]"" title=""[开学季]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/72/2021_kaixueji_org.png"" /><img alt=""[开学季]"" title=""[开学季]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/72/2021_kaixueji_org.png"" />",来自四川,4919110020109532,1,0,恭喜恭喜，希望明年我也可以[开学季][开学季],6672055998,野猪一家人,https://weibo.com/u/6672055998,希望世界和平。,四川,f,20,290,207,80,2,205,287
13,4918820290691799,5209003899,23年07月11日 14:19,好棒！,来自福建,4922321543893977,2,0,好棒！,6116411594,苏子鸸soda,https://weibo.com/u/6116411594,一以贯之的努力 不得懈怠的人生,福建 厦门,f,8,619,864,135,1,204,340
14,4918820290691799,5209003899,23年07月02日 22:31,"同为福大 但通知书现在都还没寄<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自四川,4919183978270813,4,0,同为福大 但通知书现在都还没寄[泪],6255312445,沙龙下的夕阳,https://weibo.com/u/6255312445,,其他,m,17,285,35,1,0,25,26
15,4918820290691799,5209003899,23年07月11日 07:40,"<img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" /><img alt=""[耶]"" title=""[耶]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/29/2018new_ye_org.png"" />",来自福建,4922221183369904,1,0,[嘻嘻][耶],3908558103,zyfzlrgcwd,https://weibo.com/u/3908558103,生活就是享受，享受各种过程。,福建 厦门,m,106,644,1733,714,100,"1,438","2,252"
16,4918820290691799,5209003899,23年07月10日 17:27,"同年上岸<img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" /><img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" /><img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" />",来自福建,4922006472757407,1,0,同年上岸[打call][打call][打call],5141785278,我没设密码,https://weibo.com/u/5141785278,,其他,m,6,117,28,17,0,32,49
17,4918820290691799,5209003899,23年07月10日 10:44,八月福大见,来自湖北,4921905138108201,1,0,八月福大见,6665134878,相约20350837,https://weibo.com/u/6665134878,,湖北,m,11,158,19,0,0,27,27
18,4918820290691799,5209003899,23年07月07日 01:04,"恭喜！明德至诚，博学远志<img alt=""[憧憬]"" title=""[憧憬]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c9/2018new_chongjing_org.png"" /><img alt=""[憧憬]"" title=""[憧憬]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c9/2018new_chongjing_org.png"" /><img alt=""[憧憬]"" title=""[憧憬]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c9/2018new_chongjing_org.png"" />",来自福建,4920671849154911,1,0,恭喜！明德至诚，博学远志[憧憬][憧憬][憧憬],5547240160,我叫阿七v,https://weibo.com/u/5547240160,踏实一点，你想要的岁月统统都会还给你,福建 厦门,f,56,207,270,214,9,505,728
19,4918820290691799,5209003899,23年07月06日 11:44,"你的福大我的梦<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /> 争取明年九月可以见",来自河南,4920470619557554,1,1,你的福大我的梦[泪] 争取明年九月可以见,6321612704,彭-P-P,https://weibo.com/u/6321612704,给自己看的 树洞,河南 南阳,m,57,36,24,18,0,31,49
20,4918820290691799,5209003899,23年07月04日 14:34,"恭喜来福大坐牢嘿嘿<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自福建,4919788529516623,1,0,恭喜来福大坐牢嘿嘿[doge],5723649053,一杯馥芮白c,https://weibo.com/u/5723649053,广阔天地，大有作为,湖北 武汉,m,50,17,9,1,0,2,3
21,4918820290691799,5209003899,23年07月04日 11:06,"好棒！一个院滴<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自河南,4919736347398046,1,0,好棒！一个院滴[doge],7211622253,期待未来勇敢的自己,https://weibo.com/u/7211622253,,其他,f,69,117,50,32,0,48,80
22,4918820290691799,5209003899,23年07月04日 07:58,"欢迎<img alt=""[哈哈]"" title=""[哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8f/2018new_haha_org.png"" />",来自福建,4919689044559061,1,0,欢迎[哈哈],5535071806,FF夫,https://weibo.com/u/5535071806,,其他,m,68,137,527,242,4,236,482
23,4918820290691799,5209003899,23年07月02日 08:29,欢迎来到福大,来自福建,4918972090681684,1,0,欢迎来到福大,5120879248,Selcouth-,https://weibo.com/u/5120879248,学会接受平庸,福建 漳州,m,155,172,50,13,3,70,86
24,4918820290691799,5209003899,23年07月02日 01:41,我的妈呀！你太牛了[奋斗][奋斗][奋斗],来自福建,4918869321318994,1,0,我的妈呀！你太牛了[奋斗][奋斗][奋斗],5462877101,LAnSUn_,https://weibo.com/u/5462877101,幻化成雨 在被窩裡,福建 泉州,f,639,776,323,"4,526",1,"9,877","14,404"
25,4918820290691799,5209003899,23年08月16日 00:31,"一样<img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" />",来自贵州,4935159193539060,1,0,一样[打call],7753277638,一大堆破防男无语死了,https://weibo.com/u/7753277638,嗯,北京,f,5,23,3,463,0,901,"1,364"
26,4918820290691799,5209003899,23年08月10日 21:48,"名字很好听！祝贺🎉上岸！希望明年自己也可以上岸fzu<img alt=""[全力以赴]"" title=""[全力以赴]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/d9/2023_fighting_org.png"" />",来自湖北,4933306104153346,1,0,名字很好听！祝贺🎉上岸！希望明年自己也可以上岸fzu[全力以赴],7794815574,A-FZU准研究生,https://weibo.com/u/7794815574,,其他,m,1,7,3,2,0,15,17
27,4918820290691799,5209003899,23年08月01日 18:06,恭喜啊,来自福建,4929988812079803,1,0,恭喜啊,6517384577,福大命大研究僧,https://weibo.com/u/6517384577,,其他,m,0,173,0,0,0,0,0
28,4918820290691799,5209003899,23年07月09日 19:57,酷啊，我也今年上岸的,来自天津,4921681800072040,1,0,酷啊，我也今年上岸的,6343480245,我很妖娆的,https://weibo.com/u/6343480245,,吉林,m,1,26,9,3,0,30,33
29,4918820290691799,5209003899,23年08月31日 09:02,恭喜,来自福建,4940723604947322,0,0,恭喜,6979093469,画眉师,https://weibo.com/u/6979093469,保持真实,福建 厦门,m,10216,1,221,225,0,321,546
