,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞,用户认证信息
15,5047359258233037,1073154460,24年06月20日 22:30,那么多诺贝尔奖获得者，你见他们的同学和老师都蹦跶出来写小作文吗？,来自四川,5047468903368919,1,66,那么多诺贝尔奖获得者，你见他们的同学和老师都蹦跶出来写小作文吗？,7565811031,xzzl888,https://weibo.com/u/7565811031,严格的颜控,四川,f,14,127,118,91,34,85,210,
16,5047359258233037,1073154460,24年06月20日 23:24,"……你肯定没有念过高等数学。大学有这门课，大多数学生，除了纯文和数学系，其他逃不过是要念的。也就是难度有差异。怎么会不简称高数<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自上海,5047482532499859,10,23,……你肯定没有念过高等数学。大学有这门课，大多数学生，除了纯文和数学系，其他逃不过是要念的。也就是难度有差异。怎么会不简称高数[允悲],2856950220,不是鱼刺是鱼翅啊,https://weibo.com/u/2856950220,吾王，我要做你一辈子的小黄人。,江苏,f,148,1543,3997,195,35,245,475,
17,5047359258233037,1073154460,24年06月22日 07:17,都不用点开来看，性别♂，张口就来，巨大的阴谋论对你来说有什么好处？真的也好，假的也好，大家更喜欢的是她的热爱，至于能不能做出成绩是另一番事情，盯着高中生吃人血馒头，你可是够可以的,来自浙江,5047964035187984,5,42,都不用点开来看，性别♂，张口就来，巨大的阴谋论对你来说有什么好处？真的也好，假的也好，大家更喜欢的是她的热爱，至于能不能做出成绩是另一番事情，盯着高中生吃人血馒头，你可是够可以的,6898573813,有一只秋田叫啾啾,https://weibo.com/u/6898573813,人生！就三字儿！那咋了！,浙江,f,64,833,625,273,0,288,561,
18,5047359258233037,1073154460,24年06月20日 19:00,别蹭了，要流量就直说，真真假假假假真真，过好自己的日子就好了,来自江苏,5047416049632950,0,47,别蹭了，要流量就直说，真真假假假假真真，过好自己的日子就好了,2173577807,宝宝690116974,https://weibo.com/u/2173577807,就到这儿吧……,北京 海淀区,f,122,477,10,0,0,31,31,
19,5047359258233037,1073154460,24年06月22日 07:42,这个时候我就要地域黑一下了，你不行，不代表别人不能。善良点。 另外，我真的认真上过高数，可没有学过线代和概率论。,来自江苏,5047970217854029,10,12,这个时候我就要地域黑一下了，你不行，不代表别人不能。善良点。 另外，我真的认真上过高数，可没有学过线代和概率论。,3537557397,RGD_sharon,https://weibo.com/u/3537557397,,上海 闵行区,f,115,78,76,94,8,402,504,
20,5047359258233037,1073154460,24年06月21日 13:07,"现在看到她的视频就烦，直接刷过<img alt=""[怒]"" title=""[怒]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/f6/2018new_nu_org.png"" /> 好多yxh蹭热度 都是重复的视频，<img alt=""[怒]"" title=""[怒]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/f6/2018new_nu_org.png"" /><img alt=""[怒]"" title=""[怒]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/f6/2018new_nu_org.png"" />",来自浙江,5047689563080469,4,4,现在看到她的视频就烦，直接刷过[怒] 好多yxh蹭热度 都是重复的视频，[怒][怒],6053072964,是雨源吖,https://weibo.com/u/6053072964,自由且有钱🍃 MBTI：infj,浙江 杭州,f,3368,537,2525,"1,036","1,143","2,487","4,666",
21,5047359258233037,1073154460,24年06月20日 21:53,按道理，智商这东西是根本藏不住的,来自湖南,5047459671968163,3,12,按道理，智商这东西是根本藏不住的,6337322963,李粟济,https://weibo.com/u/6337322963,发现人生极致乐趣,黑龙江 哈尔滨,m,2,253,5,1,0,12,13,
22,5047359258233037,1073154460,24年06月22日 07:23,真的假不了，假的真不了。马上又考试了，就不能等等吗。非要让一个孩子处在风口浪尖,来自河南,5047965448142878,1,21,真的假不了，假的真不了。马上又考试了，就不能等等吗。非要让一个孩子处在风口浪尖,1060774820,穆楸,https://weibo.com/u/1060774820,,河南 商丘,f,104,176,680,196,77,225,498,
23,5047359258233037,1073154460,24年06月22日 11:35,承认一个女生优秀很难吗 看这酸的,来自广东,5048028756968193,0,17,承认一个女生优秀很难吗 看这酸的,1768777601,客官要碗肉_,https://weibo.com/u/1768777601,从来酿酒的人 分外清醒 独善其身,广东 佛山,f,757,785,3117,"2,800",492,"1,760","5,052",
24,5047359258233037,1073154460,24年06月21日 20:59,我本科读的工科，只会说高数、线代、概率论三科，不会说线代和概率论是高等数学里边具体的东西。你代表你自己就好了，谢谢,来自德国,5047808319035183,0,14,我本科读的工科，只会说高数、线代、概率论三科，不会说线代和概率论是高等数学里边具体的东西。你代表你自己就好了，谢谢,6285011100,老树千年vvv,https://weibo.com/u/6285011100,,海外 瑞典,f,225,652,1969,"1,453",91,"3,524","5,068",
25,5047359258233037,1073154460,24年06月20日 21:20,遇到这样的情况，学校老师、学生、工作人员甚至街坊邻居都会被告知不能随便接受任何人采访，要有专门的人接待访问。这是常规操作，别被网上那些有事没事就发声的风气搞混了，那些基本都是和当事人无关的人的主观臆测。,来自上海,5047451236961372,0,15,遇到这样的情况，学校老师、学生、工作人员甚至街坊邻居都会被告知不能随便接受任何人采访，要有专门的人接待访问。这是常规操作，别被网上那些有事没事就发声的风气搞混了，那些基本都是和当事人无关的人的主观臆测。,5823104796,南宫_慕柠,https://weibo.com/u/5823104796,完全没有任何理由理你,上海,f,144,238,1721,"5,044",288,"18,666","23,998",
26,5047359258233037,1073154460,24年06月21日 07:49,"对于“计算机用的那么熟翻词典查单词像样吗”这句话，计算机真不能替代词典<img alt=""[跪了]"" title=""[跪了]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/75/2018new_gui_org.png"" />",来自湖北,5047609676796445,4,8,对于“计算机用的那么熟翻词典查单词像样吗”这句话，计算机真不能替代词典[跪了],7682275448,似樱Sakura,https://weibo.com/u/7682275448,烟遇青峦水逢舟 梦至此处何须愁.,湖北,f,110,499,828,"2,067",25,"5,040","7,132",
27,5047359258233037,1073154460,24年06月20日 19:04,博主是微博数学天才,来自广东,5047417201754410,0,18,博主是微博数学天才,6985612394,80后喷x子,https://weibo.com/u/6985612394,,其他,m,10,164,149,22,8,114,144,
28,5047359258233037,1073154460,24年06月20日 20:11,"高等数学（简称高数）就是一门课，一般是非数学系理工科学生学的<img alt=""[二哈]"" title=""[二哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/22/2018new_erha_org.png"" />。",来自安徽,5047433988407329,0,19,高等数学（简称高数）就是一门课，一般是非数学系理工科学生学的[二哈]。,6485617635,点点星空2005,https://weibo.com/u/6485617635,垃圾清理者 rznbmbdhs,上海,m,22,941,134,36,1,44,81,
29,5047359258233037,1073154460,24年06月22日 07:43,破防咯,来自山东,5047970433075140,0,16,破防咯,2482109431,2024也是一年不阳哦,https://weibo.com/u/2482109431,你好好活着就行，别的我都无所谓了V,其他,f,517,332,12857,"4,207","6,729","1,075","12,011",
30,5047359258233037,1073154460,24年06月22日 02:10,"可是如果是作弊的，那她怎么可能会考到12名，她老师也才考到125名而已呀，这件事就讲不通，承认别人的优秀有这么难吗<img alt=""[二哈]"" title=""[二哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/22/2018new_erha_org.png"" />",来自江苏,5047886558004988,2,2,可是如果是作弊的，那她怎么可能会考到12名，她老师也才考到125名而已呀，这件事就讲不通，承认别人的优秀有这么难吗[二哈],7625459368,奈fofo,https://weibo.com/u/7625459368,本命王源，黄明昊  二代只粉马嘉祺，贺峻霖，敖子逸 ，三代只粉苏新皓。（目前属于下楼状态）  本职秀粉一枚，还喜欢德云社和名学。雷田曦薇和🥭！,江苏,f,11,186,326,584,41,"4,746","5,371",
31,5047359258233037,1073154460,24年06月21日 12:59,"就因为人家是女孩子就得这样吗？别太女性歧视<img alt=""[吐]"" title=""[吐]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/08/2018new_tu_org.png"" /><img alt=""[吐]"" title=""[吐]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/08/2018new_tu_org.png"" /><img alt=""[吐]"" title=""[吐]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/08/2018new_tu_org.png"" />",来自陕西,5047687491358876,0,16,就因为人家是女孩子就得这样吗？别太女性歧视[吐][吐][吐],7245564700,小熊爱看星空,https://weibo.com/u/7245564700,,其他,m,0,140,16,23,0,21,44,
32,5047359258233037,1073154460,24年06月21日 09:23,有的，她同学说她是数学课代表，上次考试第一名。,来自湖北,5047633335288458,0,5,有的，她同学说她是数学课代表，上次考试第一名。,6776772489,Elsa-小狐狸,https://weibo.com/u/6776772489,一只🦐,湖北,f,103,742,4090,"1,322",101,"4,381","5,804",
33,5047359258233037,1073154460,24年06月21日 08:06,所以造假的可能性很大，要是造假的阿里巴巴这个数学竞赛倒闭吧，侮辱数学的纯净性，背离初心,来自江西,5047613855895266,4,0,所以造假的可能性很大，要是造假的阿里巴巴这个数学竞赛倒闭吧，侮辱数学的纯净性，背离初心,7197930479,不要吃太多_Davi,https://weibo.com/u/7197930479,不听任何人！,浙江,f,14,720,1395,189,22,"1,025","1,236",
34,5047359258233037,1073154460,24年06月22日 10:58,人永远不会承认别人就是比你强，你不行就别怪路不平,来自山西,5048019659523556,0,12,人永远不会承认别人就是比你强，你不行就别怪路不平,6320671458,孟孟的小迷妹一枚呀,https://weibo.com/u/6320671458,孟子义唯粉,北京,f,12,179,32,64,1,365,430,
35,5047359258233037,1073154460,24年06月22日 09:17,"神经要是是你你就说自己天赋异禀了是吧<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自山西,5047994183848074,2,9,神经要是是你你就说自己天赋异禀了是吧[泪],7309756688,哈哈哈2345988,https://weibo.com/u/7309756688,,山东,f,5,315,34,24,0,39,63,
36,5047359258233037,1073154460,24年06月21日 19:04,男的一思考 上帝都发笑,来自安徽,5047779393536437,1,5,男的一思考 上帝都发笑,5921850981,-松月的猫-,https://weibo.com/u/5921850981,镇魂,安徽,f,3065,728,10199,"4,348","2,709","8,082","15,139",娱乐博主
37,5047359258233037,1073154460,24年06月21日 00:24,"好啦好啦你是男士嘛<img alt=""[哈哈]"" title=""[哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8f/2018new_haha_org.png"" />",来自北京,5047497496200039,0,12,好啦好啦你是男士嘛[哈哈],6990240619,卜n卜,https://weibo.com/u/6990240619,,其他,m,4,134,94,37,0,195,232,
38,5047359258233037,1073154460,24年06月22日 08:34,"<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />这评论区真精彩，有看个新闻标题就发表看法的，有一眼应该没怎么正经学数学的<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />甚至还有拿互联网热句绕逻辑的小孩<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /> 娘的咧。。甚至还有搞对立的<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />牛逼",来自广东,5047983328985935,0,2,[允悲]这评论区真精彩，有看个新闻标题就发表看法的，有一眼应该没怎么正经学数学的[允悲]甚至还有拿互联网热句绕逻辑的小孩[允悲] 娘的咧。。甚至还有搞对立的[允悲]牛逼,1874235560,Izzy怪叔叔,https://weibo.com/u/1874235560,"Step by step, Back to Black.",广东 珠海,m,1096,3903,2259,563,252,224,"1,039",
39,5047359258233037,1073154460,24年06月21日 11:37,"就和之前狂欢谭竹捞女同一批人<img alt=""[二哈]"" title=""[二哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/22/2018new_erha_org.png"" />",来自上海,5047666926946213,0,9,就和之前狂欢谭竹捞女同一批人[二哈],6520384313,抱紧我鱼鱼,https://weibo.com/u/6520384313,,江苏 无锡,f,11,67,5,7,0,19,26,
40,5047359258233037,1073154460,24年06月22日 11:54,"真的，什么牛鬼蛇神都来了质疑她<img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" />特烦这种！<img alt=""[鼓掌]"" title=""[鼓掌]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_guzhang_org.png"" />",来自广东,5048033694187645,0,4,真的，什么牛鬼蛇神都来了质疑她[打call]特烦这种！[鼓掌],5295553630,创业秃头老Baby,https://weibo.com/u/5295553630,光芷创始人，热爱玄学，热爱成长，热爱生活的创业老baby's.,广东 佛山,f,40,333,599,26,9,361,396,
41,5047359258233037,1073154460,24年06月22日 10:28,"<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自浙江,5048012082775212,0,0,[doge],2984886547,暴虎龙,https://weibo.com/u/2984886547,,海外,m,166,3098,3757,283,16,54,353,
42,5047359258233037,1073154460,24年06月22日 09:24,最诡异的不是一质疑就一群人来反驳吗？这事不能质疑？,来自河北,5047995987134182,0,3,最诡异的不是一质疑就一群人来反驳吗？这事不能质疑？,5399891831,不同的共鸣,https://weibo.com/u/5399891831,一池秋水半波影～一湖金水欲溶秋～,河北 廊坊,f,187,391,2716,17,51,98,166,
43,5047359258233037,1073154460,24年06月21日 16:36,你这几个问号是核实过还是自己意淫的，造谣的成本现在都这么低吗？,来自河北,5047742152049488,0,6,你这几个问号是核实过还是自己意淫的，造谣的成本现在都这么低吗？,6163615991,艷艵,https://weibo.com/u/6163615991,寻找遗失的自己,甘肃 白银,m,78,140,173,47,0,81,128,
44,5047359258233037,1073154460,24年06月21日 11:28,老师和姜为什么要出来蹭？难道不是好备考吗？不要把自已低级的行为想法和人家身上套,来自广东,5047664687975435,0,4,老师和姜为什么要出来蹭？难道不是好备考吗？不要把自已低级的行为想法和人家身上套,1405664765,风过影0178,https://weibo.com/u/1405664765,月沉水底，人在梦中，遇不遇，逢不逢，全是天机,海外,f,95,108,140,73,43,10,126,
45,5047359258233037,1073154460,24年06月20日 23:46,不是 你们不是数学专业的不懂就别乱说了  没听说过哪个数学专业的学的是高等数学 你别把人笑拥了,来自北京,5047487966484380,0,6,不是 你们不是数学专业的不懂就别乱说了  没听说过哪个数学专业的学的是高等数学 你别把人笑拥了,7810048934,咬一口开心脆,https://weibo.com/u/7810048934,啊啊啊不要找我要txt了 一律不回谢谢,河北,f,0,174,404,222,20,993,"1,235",
46,5047359258233037,1073154460,24年06月20日 21:10,确实 了解她真实水平的 就是同学室友老师了。这么多人怎么都没有出来发声的呢,来自北京,5047448684726297,1,0,确实 了解她真实水平的 就是同学室友老师了。这么多人怎么都没有出来发声的呢,2642356461,懿许-,https://weibo.com/u/2642356461,神会原谅每一个喝醉的人。,其他,m,407,117,8,1,0,1,2,
47,5047359258233037,1073154460,24年06月22日 07:41,"不管怎么样 都能证明这名同学有潜力 有上进心  质疑那么多干啥 还只是未成年 别让网络毁坏一个有思想的好孩子<img alt=""[微笑]"" title=""[微笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e3/2018new_weixioa02_org.png"" />",来自陕西,5047969911671632,0,3,不管怎么样 都能证明这名同学有潜力 有上进心  质疑那么多干啥 还只是未成年 别让网络毁坏一个有思想的好孩子[微笑],6252912978,木吉Miraitowa,https://weibo.com/u/6252912978,总有最美好的背影。,陕西,m,160,149,64,45,0,222,267,
48,5047359258233037,1073154460,24年06月21日 01:03,你学过传播学就应该知道，这种时候不能发声，无论说什么，都会被恶意解读,来自安徽,5047507517965906,0,8,你学过传播学就应该知道，这种时候不能发声，无论说什么，都会被恶意解读,5876402570,天涯之路我独行,https://weibo.com/u/5876402570,,安徽,m,10,241,189,47,0,136,183,
49,5047359258233037,1073154460,24年06月20日 19:53,这位博主没上过高中吧？别现了。,来自海南,5047429331682288,0,3,这位博主没上过高中吧？别现了。,7818956970,至行三昧,https://weibo.com/u/7818956970,,海南 海口,m,13,118,819,10,17,94,121,
50,5047359258233037,1073154460,24年06月22日 12:17,但是高等数学、概率论、线代，本来就是三门不同的课程啊,来自江苏,5048039513264035,0,1,但是高等数学、概率论、线代，本来就是三门不同的课程啊,1230987751,安静发疯的支女士,https://weibo.com/u/1230987751,认真生活,江苏 淮安,f,333,660,4241,"3,140",223,708,"4,071",
51,5047359258233037,1073154460,24年06月22日 08:14,拍视频就是摆拍你没拍过吗？有没有真才实学比赛结果出来不就知道了吗,来自内蒙古,5047978335406441,0,0,拍视频就是摆拍你没拍过吗？有没有真才实学比赛结果出来不就知道了吗,7743897815,内蒙古的璨,https://weibo.com/u/7743897815,,其他,f,0,129,59,13,0,55,68,
