,comments_level_1_mid,main_body_uid,发布时间,处理内容,评论地点,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
18,5037267271291469,2020253241,24年05月24日 00:37,"回复<a href=/n/要hc_solo usercard=""name=@要hc_solo"">@要hc_solo</a>:omg",来自福建,5037354002415824,0,回复@要hc_solo:omg,7313615178,嗜血人字拖_,https://weibo.com/u/7313615178,,只在乎taro过得好不好。镇魂,其他,f,393,913,3940,"2,913","2,548","3,094","8,555"
19,5037267271291469,2020253241,24年05月24日 00:24,"回复<a href=/n/温悦馨儿 usercard=""name=@温悦馨儿"">@温悦馨儿</a>:啥事啊，我有点好奇，发生在旗山校区吗",来自福建,5037350693112001,0,回复@温悦馨儿:啥事啊，我有点好奇，发生在旗山校区吗,7275903885,愿天下不闹鼠疫,https://weibo.com/u/7275903885,,,福建,m,0,33,54,17,1,162,180
20,5037267271291469,2020253241,24年05月24日 00:23,"回复<a href=/n/眠-LC usercard=""name=@眠-LC"">@眠-LC</a>:不止，它还会把强奸说成男女朋友恋爱矛盾",来自福建,5037350428083110,0,回复@眠-LC:不止，它还会把强奸说成男女朋友恋爱矛盾,7275903885,愿天下不闹鼠疫,https://weibo.com/u/7275903885,,,福建,m,0,33,54,17,1,162,180
21,5037267271291469,2020253241,24年05月23日 23:38,"回复<a href=/n/暮鱼u usercard=""name=@暮鱼u"">@暮鱼u</a>:其实还有一个，，，，前段时间的事，y那个算小的了呃呃呃，虽然y干的事可多了。",来自福建,5037339193904012,1,回复@暮鱼u:其实还有一个，，，，前段时间的事，y那个算小的了呃呃呃，虽然y干的事可多了。,6235832072,温悦infinity,https://weibo.com/u/6235832072,,"sorry, 暴雷大众雷点水产+💩团粉+lyn粉+🖐🏻🈷️天粉... 未完待续(重点讨厌粉丝不针对本人)",广东 深圳,f,59,690,894,"1,046",57,"4,235","5,338"
22,5037267271291469,2020253241,24年05月23日 22:48,"回复<a href=/n/一颗大大大大大静 usercard=""name=@一颗大大大大大静"">@一颗大大大大大静</a>:叶xx",来自福建,5037326679412069,3,回复@一颗大大大大大静:叶xx,6034483844,暮鱼u,https://weibo.com/u/6034483844,,My scars I will show it all.,重庆 渝北区,f,53,581,823,392,2,629,"1,023"
23,5037267271291469,2020253241,24年05月23日 22:39,"回复<a href=/n/用户7823337347 usercard=""name=@用户7823337347"">@用户7823337347</a>:他之前游泳课偷摸我",来自福建,5037324390630345,0,回复@用户7823337347:他之前游泳课偷摸我,2696574104,一颗大大大大大静,https://weibo.com/u/2696574104,,废物,重庆,m,240,644,541,256,13,344,613
24,5037267271291469,2020253241,24年05月23日 22:39,"回复<a href=/n/暮鱼u usercard=""name=@暮鱼u"">@暮鱼u</a>:👂谁<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自福建,5037324314086432,0,回复@暮鱼u:👂谁[doge],2696574104,一颗大大大大大静,https://weibo.com/u/2696574104,,废物,重庆,m,240,644,541,256,13,344,613
25,5037267271291469,2020253241,24年05月23日 21:12,"回复<a href=/n/用户7823337347 usercard=""name=@用户7823337347"">@用户7823337347</a>:谢谢<img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" />",来自山西,5037302422440522,0,回复@用户7823337347:谢谢[心],2020253241,眠-LC,https://weibo.com/u/2020253241,法律博主 山西聚谦律师事务所 专职律师 罗超  微博新知博主,兴致盎然,其他,f,274557,332,23407,"77,742","25,747","489,128","592,617"
26,5037267271291469,2020253241,24年05月23日 20:39,"回复<a href=/n/只是一支水母 usercard=""name=@只是一支水母"">@只是一支水母</a>:听你们这么一说，感觉知道什么大秘密<img alt=""[汗]"" title=""[汗]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/28/2018new_han_org.png"" />",来自山西,5037294169622187,0,回复@只是一支水母:听你们这么一说，感觉知道什么大秘密[汗],2020253241,眠-LC,https://weibo.com/u/2020253241,法律博主 山西聚谦律师事务所 专职律师 罗超  微博新知博主,兴致盎然,其他,f,274557,332,23407,"77,742","25,747","489,128","592,617"
27,5037267271291469,2020253241,24年05月23日 20:38,"回复<a href=/n/用户7823337347 usercard=""name=@用户7823337347"">@用户7823337347</a>:当时没有报警是吗",来自山西,5037293972229394,1,回复@用户7823337347:当时没有报警是吗,2020253241,眠-LC,https://weibo.com/u/2020253241,法律博主 山西聚谦律师事务所 专职律师 罗超  微博新知博主,兴致盎然,其他,f,274557,332,23407,"77,742","25,747","489,128","592,617"
28,5037267271291469,2020253241,24年05月23日 20:31,"回复<a href=/n/用户7823337347 usercard=""name=@用户7823337347"">@用户7823337347</a>:他真的巨奇葩",来自福建,5037292063817973,2,回复@用户7823337347:他真的巨奇葩,2560185151,只是一支水母,https://weibo.com/u/2560185151,,春光浪费,浙江,f,124,1277,602,75,5,217,297
29,5037267271291469,2020253241,24年05月23日 20:23,"回复<a href=/n/只是一支水母 usercard=""name=@只是一支水母"">@只是一支水母</a>:可能是吧<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />之前有听说诶",来自福建,5037290045048186,3,回复@只是一支水母:可能是吧[doge]之前有听说诶,7090612431,Z沅芷,https://weibo.com/u/7090612431,,,其他,f,7,163,104,9,1,46,56
30,5037267271291469,2020253241,24年05月23日 20:22,"回复<a href=/n/只是一支水母 usercard=""name=@只是一支水母"">@只是一支水母</a>:叶某吧<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自福建,5037289845556250,2,回复@只是一支水母:叶某吧[doge],7090612431,Z沅芷,https://weibo.com/u/7090612431,,,其他,f,7,163,104,9,1,46,56
31,5037267271291469,2020253241,24年05月23日 20:06,"回复<a href=/n/煎饼饼饼饼饼饼饼饼 usercard=""name=@煎饼饼饼饼饼饼饼饼"">@煎饼饼饼饼饼饼饼饼</a>:那个最后回家了，还有一个偷胸罩的",来自福建,5037285764761031,0,回复@煎饼饼饼饼饼饼饼饼:那个最后回家了，还有一个偷胸罩的,7566146809,重度肉食者,https://weibo.com/u/7566146809,,,其他,f,5,45,22,5,0,6,11
32,5037267271291469,2020253241,24年05月23日 20:05,"回复<a href=/n/眠-LC usercard=""name=@眠-LC"">@眠-LC</a>:这个是真的",来自福建,5037285676948596,0,回复@眠-LC:这个是真的,7566146809,重度肉食者,https://weibo.com/u/7566146809,,,其他,f,5,45,22,5,0,6,11
33,5037267271291469,2020253241,24年05月23日 20:04,"回复<a href=/n/只是一支水母 usercard=""name=@只是一支水母"">@只是一支水母</a>:是叶某吗",来自福建,5037285233919650,2,回复@只是一支水母:是叶某吗,2560185151,只是一支水母,https://weibo.com/u/2560185151,,春光浪费,浙江,f,124,1277,602,75,5,217,297
34,5037267271291469,2020253241,24年05月23日 19:59,"回复<a href=/n/孙那个涵是我偶像 usercard=""name=@孙那个涵是我偶像"">@孙那个涵是我偶像</a>:<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自山西,5037283944170489,0,回复@孙那个涵是我偶像:[允悲],2020253241,眠-LC,https://weibo.com/u/2020253241,法律博主 山西聚谦律师事务所 专职律师 罗超  微博新知博主,兴致盎然,其他,f,274557,332,23407,"77,742","25,747","489,128","592,617"
35,5037267271291469,2020253241,24年05月23日 19:39,"回复<a href=/n/官庄畲族乡小燕子乡长代号6872 usercard=""name=@官庄畲族乡小燕子乡长代号6872"">@官庄畲族乡小燕子乡长代号6872</a>:<img alt=""[黑线]"" title=""[黑线]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a3/2018new_heixian_org.png"" />",来自山西,5037278940627482,0,回复@官庄畲族乡小燕子乡长代号6872:[黑线],2020253241,眠-LC,https://weibo.com/u/2020253241,法律博主 山西聚谦律师事务所 专职律师 罗超  微博新知博主,兴致盎然,其他,f,274557,332,23407,"77,742","25,747","489,128","592,617"
36,5037267271291469,2020253241,24年05月23日 19:38,"回复<a href=/n/煎饼饼饼饼饼饼饼饼 usercard=""name=@煎饼饼饼饼饼饼饼饼"">@煎饼饼饼饼饼饼饼饼</a>:我的天",来自山西,5037278890037671,0,回复@煎饼饼饼饼饼饼饼饼:我的天,2020253241,眠-LC,https://weibo.com/u/2020253241,法律博主 山西聚谦律师事务所 专职律师 罗超  微博新知博主,兴致盎然,其他,f,274557,332,23407,"77,742","25,747","489,128","592,617"
37,5037267271291469,2020253241,24年05月23日 19:23,"回复<a href=/n/眠-LC usercard=""name=@眠-LC"">@眠-LC</a>:之前福大还有男生偷进女生宿舍楼闻内裤的新闻",来自福建,5037275005586838,6,回复@眠-LC:之前福大还有男生偷进女生宿舍楼闻内裤的新闻,6604431984,煎饼饼饼饼饼饼饼饼,https://weibo.com/u/6604431984,,是谁！,福建,f,27,240,174,32,0,88,120
38,5037267271291469,2020253241,24年05月23日 18:59,"回复<a href=/n/小菠萝小妖2012 usercard=""name=@小菠萝小妖2012"">@小菠萝小妖2012</a>:福大也有好的辅导员<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />，我们学院的辅导员可好了",来自福建,5037269058061622,1,回复@小菠萝小妖2012:福大也有好的辅导员[允悲]，我们学院的辅导员可好了,5319809853,文子橦,https://weibo.com/u/5319809853,,,河南,f,7,134,14,1,0,0,1
